timestamp_utc,elapsed_seconds,run_id,rabbit_ready,rabbit_unacked,rabbit_total,rabbit_consumers,rabbit_publish_rate,rabbit_deliver_rate,rabbit_ack_rate,worker_desired,worker_running,worker_pending,scaler_desired,scaler_running,scaler_pending
2026-06-09T18:35:33.8568436Z,172.761,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,6,0,0,0,6,6,0,1,1,0
2026-06-09T18:35:41.2981654Z,180.202,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,6,0,0,0,5,5,0,1,1,0
2026-06-09T18:35:48.7444456Z,187.649,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,5,0,0,0,5,5,0,1,1,0
2026-06-09T18:35:56.2076903Z,195.112,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,5,0,0,0,5,5,0,1,1,0
2026-06-09T18:36:03.7012455Z,202.606,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,5,0,0,0,5,5,0,1,1,0
2026-06-09T18:36:11.1067263Z,210.011,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,5,0,0,0,4,5,0,1,1,0
2026-06-09T18:36:18.5173057Z,217.422,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,4,0,0,0,4,4,0,1,1,0
2026-06-09T18:36:26.0342362Z,224.939,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,4,0,0,0,4,4,0,1,1,0
2026-06-09T18:36:33.4280936Z,232.332,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,4,0,0,0,4,4,0,1,1,0
2026-06-09T18:36:41.0043602Z,239.909,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,4,0,0,0,3,4,0,1,1,0
2026-06-09T18:36:48.4067846Z,247.311,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,4,0,0,0,3,3,0,1,1,0
2026-06-09T18:36:55.8535577Z,254.758,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,3,0,0,0,3,3,0,1,1,0
2026-06-09T18:37:03.2937946Z,262.198,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,3,0,0,0,3,3,0,1,1,0
2026-06-09T18:37:10.8199861Z,269.724,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,3,0,0,0,2,3,0,1,1,0
2026-06-09T18:37:18.3395905Z,277.244,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,3,0,0,0,2,2,0,1,1,0
2026-06-09T18:37:25.8171676Z,284.721,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,2,0,0,0,2,2,0,1,1,0
2026-06-09T18:37:33.3209870Z,292.225,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,2,0,0,0,2,2,0,1,1,0
2026-06-09T18:37:40.9399290Z,299.844,a327c742-f609-4a24-8212-95fdcecc9ecf,0,0,0,2,0,0,0,1,2,0,1,1,0
